id,terrestrial_date,sol,ls,month,min_temp,pressure,average_temp,average_pressure
181,2012-09-15,6,171,6,-75.0,751.0,-75.29931972789116,745.0544217687075
182,2012-09-16,6,172,6,-75.0,753.0,-75.29931972789116,745.0544217687075
183,2012-09-17,6,172,6,-75.0,753.0,-75.29931972789116,745.0544217687075
184,2012-09-18,6,173,6,-75.0,754.0,-75.29931972789116,745.0544217687075
185,2012-09-19,6,173,6,-74.0,756.0,-75.29931972789116,745.0544217687075
186,2012-09-20,6,174,6,-75.0,757.0,-75.29931972789116,745.0544217687075
187,2012-09-21,6,175,6,-74.0,758.0,-75.29931972789116,745.0544217687075
188,2012-09-22,6,175,6,-74.0,758.0,-75.29931972789116,745.0544217687075
189,2012-09-23,6,176,6,-75.0,758.0,-75.29931972789116,745.0544217687075
190,2012-09-24,6,176,6,-75.0,759.0,-75.29931972789116,745.0544217687075
191,2012-09-25,6,177,6,-74.0,761.0,-75.29931972789116,745.0544217687075
192,2012-09-26,6,177,6,-72.0,761.0,-75.29931972789116,745.0544217687075
193,2012-09-27,6,178,6,-76.0,762.0,-75.29931972789116,745.0544217687075
194,2012-09-28,6,179,6,-74.0,762.0,-75.29931972789116,745.0544217687075
195,2012-09-29,6,179,6,-71.0,764.0,-75.29931972789116,745.0544217687075
196,2012-09-30,7,180,7,-72.0,766.0,-72.28169014084507,795.1056338028169
197,2012-10-01,7,180,7,-74.0,766.0,-72.28169014084507,795.1056338028169
198,2012-10-02,7,181,7,-73.0,768.0,-72.28169014084507,795.1056338028169
199,2012-10-03,7,181,7,-73.0,769.0,-72.28169014084507,795.1056338028169
200,2012-10-04,7,182,7,-74.0,769.0,-72.28169014084507,795.1056338028169
201,2012-10-05,7,183,7,-76.0,771.0,-72.28169014084507,795.1056338028169
202,2012-10-06,7,183,7,-75.0,772.0,-72.28169014084507,795.1056338028169
203,2012-10-07,7,184,7,-72.0,772.0,-72.28169014084507,795.1056338028169
204,2012-10-08,7,184,7,-72.0,774.0,-72.28169014084507,795.1056338028169
205,2012-10-09,7,185,7,-73.0,775.0,-72.28169014084507,795.1056338028169
206,2012-10-10,7,186,7,-74.0,776.0,-72.28169014084507,795.1056338028169
207,2012-10-11,7,186,7,-72.0,777.0,-72.28169014084507,795.1056338028169
208,2012-10-12,7,187,7,-73.0,778.0,-72.28169014084507,795.1056338028169
209,2012-10-13,7,187,7,-73.0,780.0,-72.28169014084507,795.1056338028169
210,2012-10-14,7,188,7,-71.0,781.0,-72.28169014084507,795.1056338028169
211,2012-10-15,7,189,7,-73.0,778.0,-72.28169014084507,795.1056338028169
212,2012-10-17,7,189,7,-72.0,783.0,-72.28169014084507,795.1056338028169
213,2012-10-18,7,190,7,-71.0,784.0,-72.28169014084507,795.1056338028169
214,2012-10-19,7,190,7,-73.0,785.0,-72.28169014084507,795.1056338028169
215,2012-10-20,7,191,7,-70.0,788.0,-72.28169014084507,795.1056338028169
216,2012-10-21,7,192,7,-72.0,790.0,-72.28169014084507,795.1056338028169
217,2012-10-22,7,192,7,-73.0,791.0,-72.28169014084507,795.1056338028169
218,2012-10-23,7,193,7,-73.0,792.0,-72.28169014084507,795.1056338028169
219,2012-10-24,7,193,7,-71.0,792.0,-72.28169014084507,795.1056338028169
220,2012-10-25,7,194,7,-71.0,793.0,-72.28169014084507,795.1056338028169
221,2012-10-26,7,195,7,-73.0,795.0,-72.28169014084507,795.1056338028169
222,2012-10-27,7,195,7,-70.0,796.0,-72.28169014084507,795.1056338028169
223,2012-10-28,7,196,7,-72.0,798.0,-72.28169014084507,795.1056338028169
224,2012-10-29,7,196,7,-72.0,799.0,-72.28169014084507,795.1056338028169
225,2012-10-30,7,197,7,-72.0,801.0,-72.28169014084507,795.1056338028169
226,2012-10-31,7,198,7,-70.0,801.0,-72.28169014084507,795.1056338028169
227,2012-11-01,7,198,7,-71.0,805.0,-72.28169014084507,795.1056338028169
228,2012-11-02,7,199,7,-71.0,808.0,-72.28169014084507,795.1056338028169
229,2012-11-03,7,199,7,-70.0,808.0,-72.28169014084507,795.1056338028169
230,2012-11-04,7,200,7,-70.0,811.0,-72.28169014084507,795.1056338028169
231,2012-11-05,7,201,7,-73.0,813.0,-72.28169014084507,795.1056338028169
233,2012-11-06,7,201,7,-71.0,813.0,-72.28169014084507,795.1056338028169
234,2012-11-07,7,202,7,-74.0,817.0,-72.28169014084507,795.1056338028169
235,2012-11-08,7,202,7,-74.0,820.0,-72.28169014084507,795.1056338028169
236,2012-11-09,7,203,7,-72.0,819.0,-72.28169014084507,795.1056338028169
237,2012-11-10,7,204,7,-70.0,822.0,-72.28169014084507,795.1056338028169
238,2012-11-11,7,204,7,-68.0,822.0,-72.28169014084507,795.1056338028169
239,2012-11-12,7,205,7,-71.0,826.0,-72.28169014084507,795.1056338028169
240,2012-11-13,7,206,7,-68.0,828.0,-72.28169014084507,795.1056338028169
241,2012-11-14,7,206,7,-68.0,828.0,-72.28169014084507,795.1056338028169
242,2012-11-15,7,207,7,-68.0,829.0,-72.28169014084507,795.1056338028169
3,2012-11-16,7,207,7,-66.0,829.0,-72.28169014084507,795.1056338028169
4,2012-11-17,7,208,7,-65.0,830.0,-72.28169014084507,795.1056338028169
5,2012-11-18,7,209,7,-67.0,833.0,-72.28169014084507,795.1056338028169
6,2012-11-19,7,209,7,-66.0,836.0,-72.28169014084507,795.1056338028169
7,2012-11-20,8,210,8,-67.0,838.0,-68.38297872340425,873.8297872340426
8,2012-11-21,8,211,8,-66.0,839.0,-68.38297872340425,873.8297872340426
9,2012-11-23,8,211,8,-66.0,841.0,-68.38297872340425,873.8297872340426
10,2012-11-24,8,212,8,-66.0,844.0,-68.38297872340425,873.8297872340426
11,2012-11-25,8,212,8,-65.0,845.0,-68.38297872340425,873.8297872340426
12,2012-11-26,8,213,8,-64.0,844.0,-68.38297872340425,873.8297872340426
14,2012-11-27,8,214,8,-65.0,848.0,-68.38297872340425,873.8297872340426
15,2012-11-28,8,214,8,-66.0,849.0,-68.38297872340425,873.8297872340426
16,2012-11-29,8,215,8,-65.0,852.0,-68.38297872340425,873.8297872340426
17,2012-11-30,8,216,8,-66.0,857.0,-68.38297872340425,873.8297872340426
18,2012-12-01,8,216,8,-69.0,857.0,-68.38297872340425,873.8297872340426
19,2012-12-02,8,217,8,-66.0,857.0,-68.38297872340425,873.8297872340426
20,2012-12-03,8,217,8,-67.0,859.0,-68.38297872340425,873.8297872340426
21,2012-12-04,8,218,8,-66.0,861.0,-68.38297872340425,873.8297872340426
22,2012-12-05,8,219,8,-65.0,864.0,-68.38297872340425,873.8297872340426
23,2012-12-06,8,219,8,-66.0,866.0,-68.38297872340425,873.8297872340426
25,2012-12-07,8,220,8,-67.0,867.0,-68.38297872340425,873.8297872340426
26,2012-12-08,8,221,8,-66.0,869.0,-68.38297872340425,873.8297872340426
27,2012-12-09,8,221,8,-65.0,869.0,-68.38297872340425,873.8297872340426
28,2012-12-10,8,222,8,-66.0,875.0,-68.38297872340425,873.8297872340426
29,2012-12-11,8,223,8,-66.0,876.0,-68.38297872340425,873.8297872340426
30,2012-12-12,8,223,8,-68.0,880.0,-68.38297872340425,873.8297872340426
31,2012-12-13,8,224,8,-66.0,880.0,-68.38297872340425,873.8297872340426
32,2012-12-14,8,224,8,-67.0,884.0,-68.38297872340425,873.8297872340426
33,2012-12-15,8,225,8,-67.0,883.0,-68.38297872340425,873.8297872340426
34,2012-12-16,8,226,8,-65.0,886.0,-68.38297872340425,873.8297872340426
36,2012-12-17,8,226,8,-65.0,888.0,-68.38297872340425,873.8297872340426
37,2012-12-18,8,227,8,-65.0,889.0,-68.38297872340425,873.8297872340426
38,2012-12-19,8,228,8,-65.0,890.0,-68.38297872340425,873.8297872340426
39,2012-12-20,8,228,8,-65.0,891.0,-68.38297872340425,873.8297872340426
40,2012-12-21,8,229,8,-67.0,893.0,-68.38297872340425,873.8297872340426
41,2012-12-22,8,230,8,-65.0,894.0,-68.38297872340425,873.8297872340426
42,2012-12-23,8,230,8,-65.0,897.0,-68.38297872340425,873.8297872340426
43,2012-12-24,8,231,8,-64.0,896.0,-68.38297872340425,873.8297872340426
44,2012-12-25,8,232,8,-65.0,899.0,-68.38297872340425,873.8297872340426
45,2012-12-26,8,232,8,-66.0,899.0,-68.38297872340425,873.8297872340426
47,2012-12-27,8,233,8,-66.0,903.0,-68.38297872340425,873.8297872340426
48,2012-12-28,8,233,8,-64.0,904.0,-68.38297872340425,873.8297872340426
49,2012-12-29,8,234,8,-65.0,906.0,-68.38297872340425,873.8297872340426
50,2012-12-31,8,235,8,-63.0,908.0,-68.38297872340425,873.8297872340426
51,2013-01-01,8,235,8,-64.0,907.0,-68.38297872340425,873.8297872340426
52,2013-01-02,8,236,8,-64.0,909.0,-68.38297872340425,873.8297872340426
53,2013-01-03,8,237,8,-65.0,908.0,-68.38297872340425,873.8297872340426
54,2013-01-04,8,237,8,-65.0,914.0,-68.38297872340425,873.8297872340426
55,2013-01-05,8,238,8,-65.0,912.0,-68.38297872340425,873.8297872340426
56,2013-01-06,8,239,8,-65.0,914.0,-68.38297872340425,873.8297872340426
58,2013-01-07,8,239,8,-64.0,913.0,-68.38297872340425,873.8297872340426
59,2013-01-08,9,240,9,-65.0,915.0,-69.17164179104478,913.3059701492538
60,2013-01-09,9,241,9,-63.0,914.0,-69.17164179104478,913.3059701492538
61,2013-01-10,9,241,9,-65.0,915.0,-69.17164179104478,913.3059701492538
62,2013-01-11,9,242,9,-65.0,917.0,-69.17164179104478,913.3059701492538
63,2013-01-12,9,243,9,-64.0,917.0,-69.17164179104478,913.3059701492538
64,2013-01-13,9,243,9,-65.0,922.0,-69.17164179104478,913.3059701492538
65,2013-01-14,9,244,9,-64.0,920.0,-69.17164179104478,913.3059701492538
66,2013-01-15,9,245,9,-66.0,922.0,-69.17164179104478,913.3059701492538
67,2013-01-16,9,245,9,-65.0,918.0,-69.17164179104478,913.3059701492538
69,2013-01-17,9,246,9,-67.0,919.0,-69.17164179104478,913.3059701492538
70,2013-01-18,9,246,9,-65.0,919.0,-69.17164179104478,913.3059701492538
71,2013-01-19,9,247,9,-65.0,919.0,-69.17164179104478,913.3059701492538
72,2013-01-20,9,248,9,-65.0,919.0,-69.17164179104478,913.3059701492538
73,2013-01-21,9,248,9,-64.0,919.0,-69.17164179104478,913.3059701492538
74,2013-01-22,9,249,9,-65.0,922.0,-69.17164179104478,913.3059701492538
75,2013-01-23,9,250,9,-65.0,922.0,-69.17164179104478,913.3059701492538
76,2013-01-24,9,250,9,-65.0,920.0,-69.17164179104478,913.3059701492538
77,2013-01-25,9,251,9,-66.0,923.0,-69.17164179104478,913.3059701492538
78,2013-01-26,9,252,9,-66.0,922.0,-69.17164179104478,913.3059701492538
80,2013-01-27,9,252,9,-66.0,925.0,-69.17164179104478,913.3059701492538
81,2013-01-28,9,253,9,-67.0,925.0,-69.17164179104478,913.3059701492538
82,2013-01-29,9,254,9,-67.0,923.0,-69.17164179104478,913.3059701492538
83,2013-01-30,9,254,9,-67.0,920.0,-69.17164179104478,913.3059701492538
84,2013-01-31,9,255,9,-67.0,921.0,-69.17164179104478,913.3059701492538
85,2013-02-01,9,256,9,-68.0,921.0,-69.17164179104478,913.3059701492538
86,2013-02-02,9,256,9,-67.0,920.0,-69.17164179104478,913.3059701492538
87,2013-02-03,9,257,9,-66.0,921.0,-69.17164179104478,913.3059701492538
88,2013-02-04,9,258,9,-66.0,920.0,-69.17164179104478,913.3059701492538
89,2013-02-06,9,258,9,-66.0,920.0,-69.17164179104478,913.3059701492538
91,2013-02-07,9,259,9,-67.0,919.0,-69.17164179104478,913.3059701492538
92,2013-02-08,9,260,9,-67.0,918.0,-69.17164179104478,913.3059701492538
93,2013-02-09,9,260,9,-67.0,921.0,-69.17164179104478,913.3059701492538
94,2013-02-10,9,261,9,-67.0,921.0,-69.17164179104478,913.3059701492538
95,2013-02-11,9,261,9,-67.0,923.0,-69.17164179104478,913.3059701492538
96,2013-02-12,9,262,9,-67.0,923.0,-69.17164179104478,913.3059701492538
97,2013-02-13,9,263,9,-66.0,922.0,-69.17164179104478,913.3059701492538
98,2013-02-14,9,263,9,-67.0,921.0,-69.17164179104478,913.3059701492538
99,2013-02-15,9,264,9,-68.0,920.0,-69.17164179104478,913.3059701492538
100,2013-02-16,9,265,9,-68.0,920.0,-69.17164179104478,913.3059701492538
102,2013-02-17,9,265,9,-66.0,917.0,-69.17164179104478,913.3059701492538
103,2013-02-18,9,266,9,-67.0,921.0,-69.17164179104478,913.3059701492538
106,2013-02-23,9,269,9,-66.0,916.0,-69.17164179104478,913.3059701492538
107,2013-02-24,10,270,10,-68.0,915.0,-71.98214285714286,887.3125
108,2013-02-25,10,271,10,-67.0,914.0,-71.98214285714286,887.3125
109,2013-02-26,10,271,10,-66.0,917.0,-71.98214285714286,887.3125
116,2013-03-23,10,287,10,-71.0,895.0,-71.98214285714286,887.3125
117,2013-03-24,10,287,10,-69.0,894.0,-71.98214285714286,887.3125
118,2013-03-25,10,288,10,-71.0,894.0,-71.98214285714286,887.3125
119,2013-03-26,10,288,10,-70.0,894.0,-71.98214285714286,887.3125
120,2013-03-27,10,289,10,-70.0,892.0,-71.98214285714286,887.3125
121,2013-03-28,10,290,10,-71.0,894.0,-71.98214285714286,887.3125
122,2013-03-29,10,290,10,-69.0,894.0,-71.98214285714286,887.3125
124,2013-03-30,10,291,10,-69.0,888.0,-71.98214285714286,887.3125
125,2013-03-31,10,292,10,-71.0,890.0,-71.98214285714286,887.3125
126,2013-04-01,10,292,10,-69.0,888.0,-71.98214285714286,887.3125
127,2013-04-02,10,293,10,-69.0,889.0,-71.98214285714286,887.3125
128,2013-04-03,10,293,10,-69.0,890.0,-71.98214285714286,887.3125
129,2013-04-04,10,294,10,-70.0,886.0,-71.98214285714286,887.3125
130,2013-04-05,10,295,10,-72.0,886.0,-71.98214285714286,887.3125
131,2013-04-06,10,295,10,-71.0,883.0,-71.98214285714286,887.3125
132,2013-04-07,10,296,10,-70.0,885.0,-71.98214285714286,887.3125
133,2013-04-08,10,297,10,-73.0,885.0,-71.98214285714286,887.3125
135,2013-04-09,10,297,10,-70.0,884.0,-71.98214285714286,887.3125
136,2013-04-10,10,298,10,-72.0,884.0,-71.98214285714286,887.3125
137,2013-04-11,10,298,10,-70.0,881.0,-71.98214285714286,887.3125
138,2013-04-12,10,299,10,-71.0,884.0,-71.98214285714286,887.3125
139,2013-04-13,11,300,11,-69.0,878.0,-71.98550724637681,857.0144927536232
140,2013-04-14,11,300,11,-70.0,879.0,-71.98550724637681,857.0144927536232
141,2013-04-15,11,301,11,-73.0,878.0,-71.98550724637681,857.0144927536232
142,2013-04-16,11,301,11,-71.0,873.0,-71.98550724637681,857.0144927536232
143,2013-04-17,11,302,11,-70.0,877.0,-71.98550724637681,857.0144927536232
144,2013-04-18,11,303,11,-69.0,873.0,-71.98550724637681,857.0144927536232
146,2013-04-19,11,303,11,-70.0,877.0,-71.98550724637681,857.0144927536232
147,2013-04-20,11,304,11,-71.0,876.0,-71.98550724637681,857.0144927536232
148,2013-04-22,11,304,11,-71.0,874.0,-71.98550724637681,857.0144927536232
149,2013-04-23,11,305,11,-71.0,877.0,-71.98550724637681,857.0144927536232
150,2013-04-24,11,306,11,-70.0,871.0,-71.98550724637681,857.0144927536232
151,2013-04-25,11,306,11,-69.0,877.0,-71.98550724637681,857.0144927536232
152,2013-04-26,11,307,11,-70.0,871.0,-71.98550724637681,857.0144927536232
153,2013-04-27,11,308,11,-70.0,871.0,-71.98550724637681,857.0144927536232
154,2013-04-28,11,308,11,-71.0,869.0,-71.98550724637681,857.0144927536232
155,2013-04-29,11,309,11,-72.0,871.0,-71.98550724637681,857.0144927536232
157,2013-04-30,11,309,11,-70.0,875.0,-71.98550724637681,857.0144927536232
158,2013-05-01,11,310,11,-70.0,868.0,-71.98550724637681,857.0144927536232
161,2013-05-08,11,314,11,-70.0,864.0,-71.98550724637681,857.0144927536232
162,2013-05-09,11,315,11,-72.0,866.0,-71.98550724637681,857.0144927536232
164,2013-05-10,11,315,11,-67.0,863.0,-71.98550724637681,857.0144927536232
165,2013-05-11,11,316,11,-69.0,864.0,-71.98550724637681,857.0144927536232
166,2013-05-12,11,316,11,-71.0,864.0,-71.98550724637681,857.0144927536232
167,2013-05-13,11,317,11,-70.0,861.0,-71.98550724637681,857.0144927536232
168,2013-05-14,11,318,11,-70.0,861.0,-71.98550724637681,857.0144927536232
169,2013-05-15,11,318,11,-67.0,860.0,-71.98550724637681,857.0144927536232
244,2013-05-16,11,319,11,-69.0,858.0,-71.98550724637681,857.0144927536232
245,2013-05-17,11,319,11,-69.0,857.0,-71.98550724637681,857.0144927536232
246,2013-05-18,11,320,11,-67.0,855.0,-71.98550724637681,857.0144927536232
247,2013-05-19,11,321,11,-68.0,856.0,-71.98550724637681,857.0144927536232
248,2013-05-20,11,321,11,-69.0,856.0,-71.98550724637681,857.0144927536232
249,2013-05-21,11,322,11,-68.0,855.0,-71.98550724637681,857.0144927536232
250,2013-05-22,11,322,11,-72.0,856.0,-71.98550724637681,857.0144927536232
251,2013-05-23,11,323,11,-68.0,854.0,-71.98550724637681,857.0144927536232
252,2013-05-24,11,323,11,-71.0,854.0,-71.98550724637681,857.0144927536232
253,2013-05-25,11,324,11,-70.0,852.0,-71.98550724637681,857.0144927536232
254,2013-05-26,11,325,11,-71.0,854.0,-71.98550724637681,857.0144927536232
255,2013-05-27,11,325,11,-72.0,856.0,-71.98550724637681,857.0144927536232
256,2013-05-29,11,326,11,-69.0,854.0,-71.98550724637681,857.0144927536232
257,2013-05-30,11,326,11,-71.0,854.0,-71.98550724637681,857.0144927536232
258,2013-05-31,11,327,11,-71.0,853.0,-71.98550724637681,857.0144927536232
259,2013-06-01,11,327,11,-70.0,853.0,-71.98550724637681,857.0144927536232
260,2013-06-02,11,328,11,-71.0,853.0,-71.98550724637681,857.0144927536232
261,2013-06-03,11,329,11,-72.0,850.0,-71.98550724637681,857.0144927536232
262,2013-06-04,11,329,11,-72.0,852.0,-71.98550724637681,857.0144927536232
263,2013-06-05,12,330,12,-71.0,853.0,-74.45180722891567,842.156626506024
264,2013-06-06,12,330,12,-71.0,850.0,-74.45180722891567,842.156626506024
265,2013-06-07,12,331,12,-72.0,849.0,-74.45180722891567,842.156626506024
266,2013-06-08,12,331,12,-72.0,850.0,-74.45180722891567,842.156626506024
267,2013-06-09,12,332,12,-71.0,849.0,-74.45180722891567,842.156626506024
286,2013-06-10,12,333,12,-72.0,852.0,-74.45180722891567,842.156626506024
276,2013-06-11,12,333,12,-73.0,852.0,-74.45180722891567,842.156626506024
287,2013-06-12,12,334,12,-71.0,850.0,-74.45180722891567,842.156626506024
283,2013-06-13,12,334,12,-71.0,849.0,-74.45180722891567,842.156626506024
281,2013-06-14,12,335,12,-70.0,848.0,-74.45180722891567,842.156626506024
275,2013-06-15,12,335,12,-71.0,847.0,-74.45180722891567,842.156626506024
280,2013-06-16,12,336,12,-71.0,848.0,-74.45180722891567,842.156626506024
279,2013-06-17,12,336,12,-72.0,851.0,-74.45180722891567,842.156626506024
282,2013-06-18,12,337,12,-73.0,850.0,-74.45180722891567,842.156626506024
284,2013-06-19,12,338,12,-72.0,848.0,-74.45180722891567,842.156626506024
278,2013-06-20,12,338,12,-71.0,849.0,-74.45180722891567,842.156626506024
277,2013-06-21,12,339,12,-74.0,846.0,-74.45180722891567,842.156626506024
285,2013-06-22,12,339,12,-71.0,845.0,-74.45180722891567,842.156626506024
274,2013-06-23,12,340,12,-77.0,849.0,-74.45180722891567,842.156626506024
272,2013-06-24,12,340,12,-73.0,848.0,-74.45180722891567,842.156626506024
273,2013-06-25,12,341,12,-74.0,850.0,-74.45180722891567,842.156626506024
288,2013-06-26,12,341,12,-74.0,851.0,-74.45180722891567,842.156626506024
268,2013-06-27,12,342,12,-72.0,849.0,-74.45180722891567,842.156626506024
270,2013-06-28,12,342,12,-74.0,849.0,-74.45180722891567,842.156626506024
271,2013-06-29,12,343,12,-73.0,847.0,-74.45180722891567,842.156626506024
269,2013-06-30,12,344,12,-74.0,846.0,-74.45180722891567,842.156626506024
289,2013-07-01,12,344,12,-75.0,847.0,-74.45180722891567,842.156626506024
291,2013-07-02,12,345,12,-74.0,849.0,-74.45180722891567,842.156626506024
290,2013-07-03,12,345,12,-74.0,847.0,-74.45180722891567,842.156626506024
292,2013-07-04,12,346,12,-75.0,850.0,-74.45180722891567,842.156626506024
294,2013-07-06,12,346,12,-74.0,847.0,-74.45180722891567,842.156626506024
295,2013-07-07,12,347,12,-72.0,848.0,-74.45180722891567,842.156626506024
296,2013-07-08,12,347,12,-74.0,848.0,-74.45180722891567,842.156626506024
293,2013-07-09,12,348,12,-75.0,847.0,-74.45180722891567,842.156626506024
298,2013-07-10,12,348,12,-74.0,847.0,-74.45180722891567,842.156626506024
297,2013-07-11,12,349,12,-75.0,848.0,-74.45180722891567,842.156626506024
303,2013-07-12,12,349,12,-74.0,848.0,-74.45180722891567,842.156626506024
300,2013-07-13,12,350,12,-76.0,849.0,-74.45180722891567,842.156626506024
299,2013-07-14,12,350,12,-75.0,849.0,-74.45180722891567,842.156626506024
301,2013-07-15,12,351,12,-74.0,852.0,-74.45180722891567,842.156626506024
302,2013-07-16,12,352,12,-76.0,852.0,-74.45180722891567,842.156626506024
305,2013-07-17,12,352,12,-76.0,852.0,-74.45180722891567,842.156626506024
304,2013-07-18,12,353,12,-75.0,853.0,-74.45180722891567,842.156626506024
306,2013-07-19,12,353,12,-78.0,848.0,-74.45180722891567,842.156626506024
308,2013-07-20,12,354,12,-76.0,849.0,-74.45180722891567,842.156626506024
307,2013-07-21,12,354,12,-76.0,851.0,-74.45180722891567,842.156626506024
310,2013-07-22,12,355,12,-77.0,852.0,-74.45180722891567,842.156626506024
309,2013-07-23,12,355,12,-76.0,851.0,-74.45180722891567,842.156626506024
311,2013-07-24,12,356,12,-77.0,850.0,-74.45180722891567,842.156626506024
317,2013-07-25,12,356,12,-77.0,851.0,-74.45180722891567,842.156626506024
312,2013-07-26,12,357,12,-77.0,853.0,-74.45180722891567,842.156626506024
314,2013-07-27,12,357,12,-76.0,853.0,-74.45180722891567,842.156626506024
313,2013-07-28,12,358,12,-77.0,851.0,-74.45180722891567,842.156626506024
315,2013-07-29,12,358,12,-74.0,850.0,-74.45180722891567,842.156626506024
316,2013-07-30,12,359,12,-75.0,852.0,-74.45180722891567,842.156626506024
318,2013-07-31,12,359,12,-76.0,853.0,-74.45180722891567,842.156626506024
320,2013-08-01,1,0,1,-75.0,853.0,-77.16091954022988,862.4885057471264
319,2013-08-02,1,0,1,-77.0,854.0,-77.16091954022988,862.4885057471264
323,2013-08-03,1,1,1,-75.0,855.0,-77.16091954022988,862.4885057471264
322,2013-08-04,1,1,1,-75.0,857.0,-77.16091954022988,862.4885057471264
321,2013-08-05,1,2,1,-75.0,857.0,-77.16091954022988,862.4885057471264
324,2013-08-06,1,2,1,-77.0,856.0,-77.16091954022988,862.4885057471264
325,2013-08-07,1,3,1,-76.0,857.0,-77.16091954022988,862.4885057471264
326,2013-08-17,1,7,1,-76.0,861.0,-77.16091954022988,862.4885057471264
328,2013-08-18,1,8,1,-76.0,862.0,-77.16091954022988,862.4885057471264
330,2013-08-19,1,8,1,-77.0,863.0,-77.16091954022988,862.4885057471264
331,2013-08-20,1,9,1,-75.0,865.0,-77.16091954022988,862.4885057471264
332,2013-08-21,1,9,1,-79.0,865.0,-77.16091954022988,862.4885057471264
333,2013-08-22,1,10,1,-77.0,865.0,-77.16091954022988,862.4885057471264
334,2013-08-23,1,10,1,-76.0,866.0,-77.16091954022988,862.4885057471264
335,2013-08-24,1,11,1,-79.0,866.0,-77.16091954022988,862.4885057471264
337,2013-08-25,1,11,1,-79.0,866.0,-77.16091954022988,862.4885057471264
336,2013-08-26,1,12,1,-77.0,867.0,-77.16091954022988,862.4885057471264
340,2013-08-27,1,12,1,-78.0,870.0,-77.16091954022988,862.4885057471264
338,2013-08-28,1,13,1,-78.0,870.0,-77.16091954022988,862.4885057471264
339,2013-08-29,1,13,1,-78.0,869.0,-77.16091954022988,862.4885057471264
341,2013-08-30,1,14,1,-79.0,870.0,-77.16091954022988,862.4885057471264
343,2013-08-31,1,14,1,-79.0,870.0,-77.16091954022988,862.4885057471264
345,2013-09-01,1,15,1,-79.0,871.0,-77.16091954022988,862.4885057471264
344,2013-09-02,1,15,1,-76.0,872.0,-77.16091954022988,862.4885057471264
342,2013-09-03,1,16,1,-77.0,874.0,-77.16091954022988,862.4885057471264
346,2013-09-04,1,16,1,-77.0,875.0,-77.16091954022988,862.4885057471264
351,2013-09-05,1,17,1,-78.0,874.0,-77.16091954022988,862.4885057471264
347,2013-09-06,1,17,1,-77.0,873.0,-77.16091954022988,862.4885057471264
349,2013-09-07,1,18,1,-78.0,874.0,-77.16091954022988,862.4885057471264
350,2013-09-08,1,18,1,-79.0,875.0,-77.16091954022988,862.4885057471264
348,2013-09-09,1,19,1,-79.0,875.0,-77.16091954022988,862.4885057471264
352,2013-09-10,1,19,1,-78.0,875.0,-77.16091954022988,862.4885057471264
353,2013-09-11,1,20,1,-78.0,875.0,-77.16091954022988,862.4885057471264
354,2013-09-12,1,20,1,-77.0,876.0,-77.16091954022988,862.4885057471264
355,2013-09-13,1,21,1,-76.0,877.0,-77.16091954022988,862.4885057471264
356,2013-09-14,1,21,1,-79.0,878.0,-77.16091954022988,862.4885057471264
357,2013-09-15,1,22,1,-77.0,878.0,-77.16091954022988,862.4885057471264
358,2013-09-16,1,22,1,-78.0,879.0,-77.16091954022988,862.4885057471264
